"username","rating","helpful","total","date","title","review"
"erikromero","10","2","4","6 February 2016"," Best movie of the year
","The movie was a masterpiece. The acting with stunning scenes and awesome soundtrack brought this film to my knees. The crew worked together with 0 ego and instead brought the best of the story to life. It was't hard to understand the scientific theories and was explained in a way that didn't't have a narrator trying to make the audience make sense of the movie. The movie made sense without pause and to me that is original and genius and was not easy to do. To the people giving the movie 1 stars you are obviously full of yourselves and can't make an analytical review. Overall the movie got a big hit at the box office and in a way these bad reviews are pointless than the expressions of people's opinions. Making a negative one about an original and spectacular movies is just not good sport and unprofessional, especially with no plausible reason as to what made it a non watchable movie."
"thedane-16372","10","2","4","28 December 2015"," A really good movie
","The movie was an obvious 10/10, It was so good that now it's probably one of my favorite movies of all time. I got extra hyped for the movie knowing that Christoper Nolan was the director, because I love his work with the dark knight trilogy and Inception.<br/><br/>Now before saying anything else I would just like to point out that I am a manly man with a beard and I don't often cry to movies and such but this movie really got to me. I basically had to punch a concrete wall and eat dirt just to get my manliness back after the movie was done.<br/><br/>There were some plot holes in the movie but nothing that gave me a feeling that the movie was bad or something like that.<br/><br/>So too summarize i'll just say this for anyone who hasn't seen this movie yet please just do it, I really recommend you watching it because it was so good and in same time emotional."
"korxoigc","10","2","4","23 December 2015"," Probably the best movie I have ever seen
","If you are planning to watch it just don't read this and go, its amazing.This is the first time I cry watching a movie and it was nonetheless with Interstellar, a movie that makes you realize how small we are in this universe and also has some very sad parts where the main character sees his family after 10,20 years but they cant see him. I absolutely loved the worked done by Hans Zimmer, he is a beast, I mean you cant ask for a better soundtrack than this, it was perfect, it made me chill so much, so tense. I cant think of something that I don't like about this movie, seriously, its just so good, not even the actors where bad, they all did a very good job."
"janmartyniak","4","2","4","6 December 2015"," Great pictures, editing and special effects, very poor narrative
","Interstellar delivers a wonderful array of pictures in space, persuasive accounts and visual interpretations of the workings of physics and impressive special effects. However, it lacks what could be described as the essential core of a great movie: a convincing plot. What starts off as dystopian, humanist warning against our current way of life, is continuously deranged into a melodramatic, hollow and corny love-story. The dualism between Cooper and Brand is relegated to a one-sided, macho-dominated relationship, reminiscent of old Classic Hollywood, where the road-cruisers or horses are replaced with a spaceship. Also, if love is the only thing that transcends time and space, then the Nolan brothers have apparently run out of ideas, trying to emulate the brilliance and depth of other space sagas like Space Odyssey. Introducing love as the story 's fundament is simply skewed, given the very serious account in the first third/half of the movie. If this were to be a serious or daring movie (and maybe if film executives had less influence over the story?), than it had to offer either an open ending, or the opposite of what is being portrayed: Human use of technology ultimately responsible for global troubles, rather than an infinite source of salvation."
"TheOny13","10","2","4","28 November 2015"," Interstellar does to movies what LOST did to TV shows
","Well, let me begin by saying that the first time I watched this movie I was confused, maybe like many of the people around here who gave this movie bad reviews, but that changed last night when I watched it again, and to be honest I felt like I never seen the movie, and I really enjoyed it more than I did the first time.<br/><br/>And to begin somewhere, I'll say again that this movie does what LOST did to TV shows, and here is why: First of all every aspect of the science of this movie is awesome, and the fact that it really speaks clearly about science in front of the viewers and shows us a very authentic dialog which involves real theories makes it very believable. And the reason why I say it's very authentic is that they actually speak in science terms, just like a doctor would speak to another doctor about medical terms. See that's why I don't like movies such as The Theory of Everything of Imitation Game, cause there the people who know science stuff speak to each other like a doctor would talk to a patient, and that makes it very unauthentic. Just imagine Kip Thorne and Stephen Hawkings would meet and instead of speaking in terms like Lorentz factor or magnetic quantum number, they speak as if they would write a poem about science stuff instead of just actually talking science and so forth... you get the idea, or at least I hope you get it.<br/><br/>Next every detail about time dilatation and time travel is executed perfectly, and it really gives a very unique experience, at least to me it was very touching to see scenes that implied losing someone due to time dilatation, no movie really did that ever.<br/><br/>Next I could talk and talk about the score, cinematography, directing and performances but I'll only say that Mathew McConaughey had a fantastic performance, very different, very original and touching, but yeah the Academy can't see that, they'd rather be impressed by something very simplistic and unauthentic than actually give the credit to this movie for having so many innovations, and if you want to know what were those, you can google them and see that like the rotating hallway in Inception, Nolan did something similar here too.<br/><br/>So, what I realized after watching this movie and seeing what other people think about it, I see that people would rather prefer to not use their minds to think about a movie or about the message it transmits but rather be lazy and have the movie or TV show do that for themselves. It's a shame cause movies like this get so many bad reviews but other movies like ""The Martian"" get overrated ratings, but the movie is full of dull and pathetic moments and weird circumstances. This show just how easily people are fooled and how mindless some people can be, don't wander why the world is as bad as it is, we don't think anymore..."
"ericjg623","2","2","4","10 October 2015"," Oh Gawd, this was awful!
","This movie made me wish I was both deaf and blind. Blind, so I wouldn't have to see it, and deaf so that I wouldn't have to hear the soundtrack, which was like having nails pounded into your skull with a hammer. I will now have to plug my headphones into my iPhone and play a few Motley Crue songs just to get the sludge out of my brain. This gets 2 out of 10 only because some of the acting (and overacting) was good, so the actors get some credit here. Lots of boo-hooey scenes of astronauts crying over this and that, the soundtrack being relentlessly over-dramatic and so was everything else. This is the sort of film where you could take all the characters and blow them up with an atom bomb, and you would find yourself cheering at the end. Honestly, two hours of Beavis and Butt-Head reruns would be a vast improvement over this movie."
"matthewaos","5","2","4","21 August 2015"," I don't care that much about the physics/f*ck the American flag/fuc* our saviors
","OK let me start by saying this: I am not an expert on physics and when I watch a movie I hardly care, as long as it does not make me think reasonably, as long as ""movie science"" is presented in a believable way. Now if I want to watch something with accurate science I will watch a documentary, and even that one side will tell you that's the truth, and the other not. I will not watch a science fiction movie for actual science, I will do because I want to see stuff that can't happen in my world, at least for the time being, but reflect to my reality and have some lessons in them.<br/><br/>I think Nolan is brilliant. Goebbels was was also brilliant (responsible for Hitler's propaganda). He had also some distorted point of views. And so does Nolan... I fully disagree with the messages Nolan is trying to show in his films. For example in ""Dark Knight Rises"" those who talk about freedom and true justice are telling telling lies and are the ""bad guys"". Batmna manages to win them with the help of the police. This translates to me ""communists, anarchists, activists, all of them are liars, only trust the state"". Sorry but my beliefs are kinda different.<br/><br/>Now on to ""Interstellar""... It is a very well crafted movie, with good effects, great acting from people that I didn't consider good actors like McConaughey and Damon, great acting from guys who are great actors like Caine and the trinity killer, and the same mediocre acting from Hathaway who she think is a good actor, but everybody Else does not. In any case, you know why this movie is good, but let's now talk about the bad stuff, shall we?<br/><br/>What I try to do in most science fiction movies is try to see some stuff as metaphors. The earth is in danger from something that was already there but now it consumes the world. Our protagonist believes that solving this problem is pointless so let's destroy some more worlds. This is like saying ""don't care about the destruction that happens every day in front of your eyes, don't care about your everyday problems, think about the future and what it can bring"". And what is this? Nolan says it for himself, without even knowing it: Uncenternty. It is the most unlikely thing to happen, yet however it does. But the fact is that the politicians in the world say to you ""trust us because today it is not great but tomorrow it will be"". And it never will... What if Cooper's mission was a failure? Wouldn't that be a waste for all those scientists who could have solved the problem on earth, to just waste their time like this? This movie also show that colonizing another planet is a good thing, forgetting everything that man made when he colonized America. And the American flag is hanged in both planets, because mankind is at the blink of destruction but nations and corporations still exists, and Nolan's perfect world that's a good thing. The movie show us NASA doing this research. I would guess that in a catastrophic event like that everyone would like to be involved, at least that's what I would like to see. But no, Nolan show us that NASA is our savior who along with the USA would be leaders of this new world. The other thing that bothered me were ""the others"". First of all this is a clear metaphor for god. God will save us at the last minute, as long as we have faith in him. Yes, the others are ""evolved humans"" as it seems, and you could say that this has to do with Buddhism, because everyone of us is god, an evolved creature, not binded by the chains of our primitive perspective. That could be better, if presented properly, but it is not Buddhism, nor humanism, this is conservative christianism, masqueraded as something greater. The others are our saviors who act in mysterious ways and we cannot comprehend them. We should have faith in them, blind faith cause in the end they are right. And they choose a savior, our protagonist's daughter. Thank you very much but I don't believe in saviors. I don't believe in higher powers that we should follow with question, nor in the power of a state, a corporation or in nations for what matters. This is good movie, if you look at it without it's messages, or if you believe in those messages, but if you look closer it has ugly meanings that in no way save the world, in reality they keep destroying it. So thanks but no thanks. I should better re-watch 2001 - A space odyssey than this again...<br/><br/>http://bastardoftomorrow.blogspot.gr/2015/08/interstellar-imdb.html"
"kenneyken-94849","7","2","4","12 August 2015"," Good. Not brilliant.
","I really liked this film, the acting was spot on, the direction superb, the concept was fantastic, the effects top notch and it was visually stunning, however..<br/><br/>As good as it was/is I felt it lost its way at the worst time, near the end, when I really wanted the movie to deliver I sort of felt let down, this is very subjective as friends have told me they loved the ending, but the whole point of any review is all about your own personal experience and I'm afraid I just didn't feel the ending at all.<br/><br/>That being said I would always recommend seeing this film, its a fantastic piece of cinema and extremely thought provoking.<br/><br/>Matt Damon plays a great cameo as the panto villain too :-)"
"thekarmicnomad","6","2","4","25 May 2015"," Quite epic, very long - a bit touchy feely
","This film, although billed as a sci-fi, is really about loss, mortality, apathy and love. The sci-fi element creates a canvass to show off some cgi and add a bit of adventure but little else. The science is where the film shoots itself in both feet. <br/><br/>The film tries to justify the plot with elements of theory which is a bit dull and restrictive; yet the story is riddled with plot holes and inconsistencies that it could have got away with if it wasn't taking itself so seriously. <br/><br/>The film is concerned entirely around its characters' emotions. So if a big meteor storm is on its way you will get 30 minutes of people worrying about it, 3 minutes of meteor storm then another 30 minutes of people reflecting on its aftermath. This makes a very long film feel even longer. <br/><br/>I found this entertaining and it is very well made with great performances and production. I found it unnecessarily long. It also suffers from crop circle syndrome – with an omnipotent technology why not just send a text and stop messing about with charades. My girlfriend didn't want to watch it but instead of hating it she was just indifferent."
"al_wilson2","6","2","4","16 May 2015"," average sci-fi film
","I don't get the hype for this film. It could have been so much more. The end was less about space travel, and more about unbelievable sci-fi. I like Sci-Fi's that are at least remotely believable. This movie becomes hard to follow at the end with all the sci-fi twists. The character development is fairly good, and for that I rated the movie slightly above average. However, with almost 3 hours, character development should be expected. The visual effects are pretty good, with the exception of the unbelievable near ending. I'm just not sure this movie was worth the 3 hours invested in watching it. If you're a McConaughey fan, you'll probably enjoy the movie. If you're not a fan, you could be disappointed."
"terryindorset-89195","6","2","4","2 May 2015"," dialogue problem
","This is an interesting film but my appreciation of it was ruined by the dreadful soundtrack with all the mumbled dialogue of the characters, Cooper being the worst with a couple of others close behind. With the size of the budget I do not know why they didn't use better microphones.<br/><br/>Surely one of the main aims of any film is not to leave anyone wondering what they're saying to each other. Clarity of speech does not appear to be a modern requirement in the film world. I'm afraid I soon loose interest if I can't follow the dialogue & mine went after 30 minutes of dusty farming......"
"Bruce722","7","2","4","18 April 2015"," Great potential but Nolan got in his own way... as usual.
","Interstellar is your typical Christopher Nolan film. It has an incredible score that plays throughout essentially the entire movie, beautiful visuals, an interesting and captivating plot, great acting, great character and setting development, a heavy reliance on suspended disbelief, and enormously huge plot holes. Some people don't mind them but I have trouble with plot holes so big that they actively go against what has already been established in the story arc. Forewarning, the following sentences will contain SPOILERS that are as big as the plot holes they discuss. Now I won't get into the details on every single little plot hole and inconsistency because this review would become way too long. I will, however, touch on the two biggest ones, in my opinion, and both have to do with the conclusion of the movie so again, you've been warned. The first is the complete and total fail that is the time paradox proposed in this film, more specifically the 'bootstrap' paradox. This is based on the concept that critical content that the futures hinges on is actually acquired from the future itself. Of course, this theory is a farce but unfortunately many science fiction stories rely on it as its foundation. Theoretical physicists will disagree but they're just manufacturing job security (i.e. they're liars). I won't go into too much detail on the various examples of this paradox in the film but if you see it, it'll be painfully obvious which instances I'm referring to, as they point them out for you. The second fail is the inconsistency of time relativity, as they introduce it in the movie itself. It makes sense throughout most of the film... until the end, when Anne Hathaway somehow doesn't age. Nolan apologists will fabricate arguments to defend this or make excuses, just like they did in Inception, but the reality is that Nolan blew it here. She should've aged 51 years or more just like the rest of the people (outside of Matthew McConaughey, who was sucked into a black hole and of course survived). I mainly focused on the negatives with this review because those few negatives are what held the movie back from a perfect rating. If Nolan would've gotten out of his own way, this could've been one of my favorite science fiction films ever. Unfortunately, it was pushed back to the ""really good but not great"" category where so many other films reside."
"craig-hopton","7","2","4","11 April 2015"," Spectacular, moving, yet disappointing
","An impressive spectacle. A moving SciFi drama. And yet a bit of a disappointment.<br/><br/>The arc of the plot is clever. It follows a man who risks losing his family in order to follow an ambition for space exploration and to help save the human race, but who gets caught up in the lies and machinations of his NASA colleagues and friends. There is a nice ethical strand woven in about the instinct to save yourself versus saving others.<br/><br/>The visuals are stunning. The spaceship visits three new planets, each of which is given its own dramatic character, not to mention the wormholes and black holes. Even the cornfields back home look fabulous.<br/><br/>So what was disappointing?<br/><br/>Firstly the acting. Matthew McConaughey made a dull hero and I could hardly understand his drawl. The supporting cast were so-so. The best performance is a cameo from an uncredited famous Hollywood actor (I won't spoil the surprise).<br/><br/>Secondly the duration. The film is dragged out over nearly three hours but should have been less than two.<br/><br/>Finally, the story just became too far- fetched for me. I'm OK with SciFi plots that stretch the boundaries of scientific realism, but saving humanity through the power of love spanning space and time was a step too far for me.<br/><br/>I enjoyed Interstellar but it didn't live up to expectations."
"souradeep85","7","2","4","15 March 2015"," Interstellar: The Not-So-Great Nolan Movie
","Like everyone I was psyched out of my mind for interstellar.I was further psyched when I took a look at this movie's rating on IMDb after it's release.This movies has some good elements but you can clearly identify some of the cons of this movie. The best thing about this movie is Matthew McCounaughey who is simply on a roll. His acting was phenomenal. The supporting cast was also great. This movie has a really strong ensemble cast. The score by Hans Zimmer is really good especially because it merges fluently with the dystopian atmosphere of the movie and the visual are a treat for the eyes along with the cinematography. The direction is good and has Nolan's innovative touch.<br/><br/>Now with the negatives.First of all this movie is confusing to the average movie goer. It is confusing because it uses a lot of fancy words and scientific terms to cover it's not-so-interesting plot.The movie tends to drag on and the dialogue is not that great. Also the movie is too complicated aside from the terms used in the dialogue. It is proof that just because a movie is different and overly complex ,it isn't great or 'stellar'. The movie is a bit boring and tries too hard to impress the viewer by further complicating itself and doesn't quite succeed in it."
"dingismaximus","9","2","4","23 January 2015"," A very entertaining movies with just a few flaws
","So here is my view on this movie in a condensed version. <br/><br/>Pros: 1) There are some very interesting and creative ideas about how climate change could affect out planet in the future 2) There is a lot of excitement in this film with with humanity being on the line and with a long shot going as wrong as it could have gone 3) There is some nice father daughter drama going on here as well as some nice drama between other characters within this movie 4) Some nice and new fresh ideas of humanities technologies of the future such as an ai, space craft etc are found 5) The visuals are absolutely stellar in this film and really appeals to satisfy the imagination<br/><br/>Cons: 1) To many plot holes and too many questions unanswered; maybe i missed where they talked about this but what happened to the person on the last planet? Also if it was Cooper who was really the alien, who opened the black hole in the first place? Did the black hole ever end up closing or did it remain open always? Why did they not go to look for Ms Brand when they know absolutely everything about that blackhole especially when they know where the last planet is? How are they all of a sudden able to build a ""Jupiter Station""? What actually happened to the earth and why could the earth not be repaired? 2) The paradox of how Cooper was the alien that did everything that cause earth to be saved (blackhole, send messages through time. What was the first point that initiated everything? 3) God status- i'm not sure why it is always necessary to raise humans in movies to a god status and as can see it is what causes the paradox in the movie 4) Logic and Realism- the events like the wormhole, having the technology to perfectly fly through it without problem, being able to calculate absolutely everything without any aliens to help is absolutely impossible, how and where did this knowledge come from? If it came from Cooper in the blackhole that makes no sense because it is obvious that, that knowledge was also used to build the Jupiter station which means it probably could have been used to save the earth, many things just do not add up logically and the list can go on and on.<br/><br/>For a movie though it delivered what it should have and did it well, interesting story, interesting ideas, interesting characters, originality and breathtaking visuals and that is why i rated it high because a movie should be enjoyable and despite the cons i mentioned it was absolutely enjoyable."
"KevinWShively","8","2","4","23 January 2015"," Lower your expectations, go along for the ride, and enjoy the view
","When I approached Interstellar, I was very excited about the film. There is a certain amount of expectation attached (consciously or unconsciously) to a film that you're excited for. I recalled my anticipation for The Dark Knight Rises, and how Nolan had failed to meet my expectations. I had a certain amount of fear that Interstellar might follow suit, but I held onto hope. <br/><br/>Right from the beginning of the film, the apprehension and fear kicked in. The film began with awkward out of place interviews. They were redundant and unnecessary. The early moments in the film, on Earth, felt sort of awkward and forced. Some of the individual moments worked well - the dynamic between the father and daughter. But the bigger picture felt very forced. It was hard to gather the bigger scale, to see that the ""end of the world"" was really happening. So the stakes were in an awkward place; implied to be high but not visually represented. <br/><br/>As the film progressed, and later took to space, my fear was left behind at Earth. All of the context and craft in constructing the space scenes surpassed my expectations. I was lost in the wonder and excitement of the ideas presented in space. I was able to get past some of the perhaps painful dialogue. It helped guide me through this film about ideas. The practical effects only further enhanced the story. The case on the ship was all at 100%. Hathaway, Bentley, and McConaughey were all up to par. The tension was kept at an all time high, as space movies so often can achieve at their highest capacity. <br/><br/>As the film came to its climax, and my apprehension started to creep back in, I wondered how Nolan could possibly close the journey he had brought us on. The ending left much to be desired. It pushed the protagonist into a magical plot box, in a way, that made everything happen that was convenient for McConaughey. <br/><br/>The whole film was beautifully shot and well acted. The script was far from perfect. As with all the most recent Nolan films, I found plot holes throughout. Nolan still has a ways to go with his storytelling. I fear the more control he gets, the worse his storytelling grows. But I found the film to be entirely worthwhile, and worth repeat viewings. The spectacle alone was stunning. <br/><br/>BREAKDOWN: Cinematography - 10/10 Acting - 10/10 Story - 7/10 Art/Design - 9/10 Effects/Spectacle - 10/10"
"diane-pearn","6","2","4","22 January 2015"," What dialogue?
","The film story seemed to be quite innovative but the whole movie was spoiled by a 'Wurlitzer' playing throughout the movie at a very loud volume drowning the whispered dialogue. So most of the plot was lost because we couldn't hear what the actors were saying. So if directors want to use loud 'music' don't use it over the script. Excellent acting from Matthew McConaughey and Ann Hathaway with some good visual effects. Time travel is always a good subject for a film and this was an unusual twist on the flavour of the subject. It's not a film that I would recommend anyone to bother with but without the 'church organ' it could have been so much better."
"keyope","6","2","4","22 January 2015"," Entertaining but flawed
","I thought this film was very watchable and entertaining. At times it's brilliant but at other times it's cringeworthy. Some of the dialogue and forced conversations were straight out of a B Movie. What really bothered me though is that there are some extremely technical conversations that make no sense to the average person and they go on for 5 minutes. At other times there is no explanation for what is happening and I sat there frowning and wondering what was going on. But then some of the obvious plot points were massively over-explained. And then there's the glaring plot holes. Matthew Mcconaughey finds a secret NASA base near his house and when they find out he used to be a space pilot they ask him to fly their new mission for them. So a day later he's on his way into space after a quick ""see ya kids"". This gave the screenwriter the opportunity to use him as the dumbo who constantly asks his crew mates what's going on. I mean, how on earth did a trained NASA pilot not know anything about black holes or wormholes? Don't even get me started on the bit where Matt Damon showed up. Overall this has some magnificent special effects, a few great moments of tension and emotion and some smart plot twists. But because it's all played out so seriously it makes the glaring mistakes stand out. It's like watching the last ever episode of the 70's Battlestar Galactica ""The Return of Starbuck"", but at least that show knew it was a bit of fun. This takes itself very seriously, but it has a talking robot in it that looks like a vending machine. Nuff said."
"rickhouska","6","2","4","7 January 2015"," From dust bowls, to wormholes, to black holes and beyond.
","The set-up:<br/><br/>It is the near future. The earth is drying up. Widower Cooper (Matthew McConaughey), former astronaut cum corn grower and his family watch their vast crop slowly wither. His family, including father-in-law (John Lithgow) and two kids worry about a very bleak future. <br/><br/>What to do?<br/><br/>One day Cooper drives his large, tandem wheeled pickup into a remote corner of the cornfield and stumbles upon a secret government installation. He goes inside and meets the eminent astrophysicist, Professor Brand (Michael Caine), who thinks very big indeed. To save humanity, Brand and his team are searching for a habitable planet. But none are close by, as in thousands of light years distant. <br/><br/>What to do?<br/><br/>No problem, says the professor. I've checked and rechecked my equations! And, by the way, there are eleven other expeditions already out there. We need to see who among them has succeeded. To span the great distance in a reasonable time, you will traverse a wormhole. And, conveniently, there just happens to be one not too far away. But, says the professor, we need an experienced pilot like you to lead the mission. <br/><br/>What to do?<br/><br/>A devoted father, Cooper is torn by this opportunity, not wanting his kids to feel abandoned. But to save humanity, he'll go, and vows to return, placating himself if not the kids.<br/><br/>Lift off: <br/><br/>Cooper and crew, including (surprise) the professor's beautiful daughter, Dr. Brand (Anne Hathaway,) begin a long and dangerous interstellar adventure... Back on earth his kids, true to form, begin to wonder whether he has abandoned them. <br/><br/>What happens next? Lots of suspense, astronaut jargon and cgi that will entertain most, at least at first. But this space ride has just begun, and the story, hinging on rather abstract astrophysical theory, may be become just a tad difficult to fathom, unless you've been to Cal Tech summer camp. But let's suppose you don't care about understanding the story and simply enjoy immersion in the mystery of cool science and thrill of a great movie ride in space. So, you sit tight and go through the wormhole, sweating the experience alongside Cooper and Dr. Brand. And, beyond. <br/><br/>Although still very cool, suspenseful and thrilling, you are now in for a long. long ride.<br/><br/>The producers, writers, actors and others have invested considerable creative energy, time, and money in making this movie, paying special attention to getting the space physics right, but perhaps at the expense of something far more basic: getting the movie physics right. An enjoyable three hour movie requires a cosmic leap in attention span, especially when combined with a complicated story line. <br/><br/>So, one of two experiences await you: clever, cosmic yarn or deep space yawn.<br/><br/>Unfortunately, to find out, you will have to see the movie. Bon voyage!"
"robert-arnold-202-78848","6","2","4","2 January 2015"," The ending makes no sense; not in terms of science but strategically
","So you've learned to manipulate gravity thus have access to unlimited energy and your decision is to leave earth? Where are you going? You'd still have to deal with the crop blight stuff because alien worlds wouldn't have the type of vegetation humans could deal with without some sort of technical intervention which now you have the resources to do it on earth just as easily. Is it due to population? Unless I misread the movie that was already taken care of by the blight issue. Seems like the plot line was just to explain some science (poorly), use whiz-bang CGI (Ok but not great), and babble on philosophically. Way to long for the minimal payoff; make sure you go to the restroom before the movie starts."
"lynkdata1","6","2","4","2 January 2015"," Not Stellar but Interesting
","Cooper and his family saving the day is an interesting tale, with much dry humor from kids, grandparents and robots. Many elements are missing, such as international collaboration, the lack of police presence in crisis, etc.<br/><br/>Not enough time is invested in making the underlying story realistic. We are not piqued enough to be interested in the ""ghost"" and the audience is not given much backdrop that would make us care for the characters--just take their integrity for granted--which works out well for the elder Brand's deception, but not for us to care much for the continual loss throughout the storyline (mother, astronauts, etc.). A stronger understanding of plan B would have boosted it's credibility for a stronger audience buy-in. Also, the lack of clarity on the ""they"" who opened the wormhole is totally missing. If they are so advanced they can create a wormhole just when the earth needed it, how did they get there? If they got ""there"" OK, why need to send Cooper back and forth? It ends up more ridiculous the more you think about it, rather than mysterious. Personally, I believe that Jesus'(God's) plan for a new heaven and new earth are better than this plot--anti-gravity principles all inclusive!"
"TheExpatriate700","7","2","4","24 December 2014"," Intelligent Science Fiction
","Interstellar is an interesting, thoughtful science fiction film with a good cast. It depicts a near future where an environmental disaster has sent Earth into an irreversible decline, forcing humanity to seek a new home in another galaxy. Although it is not as good as Christopher Nolan's other work, it still rises above most other blockbuster, high budget sci-fi.<br/><br/>A number of factors make Interstellar better than average. First of all, it avoids the clichéd film apocalypse with lots of CGI explosions and a central villain. In this movie, the world dies not with a bang, but a whimper as our food crops gradually die out. It also gives interesting consideration to the social effects of such a catastrophe. More importantly, it treats the audience as at least somewhat intelligent. Although I'm certain Neil DeGrasse Tyson could pick it apart on Twitter if he so desired, the film attempts to be somewhat scientifically plausible, incorporating relativity theory and even a mathematical equation as major plot points. It's disturbingly rare for movies in recent years to aim at an intelligence level above that of a thirteen year old.<br/><br/>The film also benefits from good designs of its space ships and robots. The robots deserve particular mention. Rather than the typical humanoid looking designs, the filmmakers created a genuinely original, even plausible robot.<br/><br/>The main weak point in the film is that it tries to insert too optimistic an ending, when the story really wasn't building to one. Nevertheless, it is well worth watching."
"yonatan-nir","7","2","4","19 December 2014"," I really don't understand what the excitement was about
","I will begin with the bottom line - yes, the movie is good, it does give you an enjoyable movie experience, and yes you should watch it.<br/><br/>And yet, it does not worth it's rate of 9/10. The movie itself is pretty normal with regular scenes and some few scenes which made people really like the movie. These scenes are rather few in number, but are placed in strategic times in the movie, giving it its peaks at the exact time you need it. What most people forget is that the entire movie up to these scenes is just a regular every day science fiction movie. I think everyone is so praising it because their friends are saying it who heard it from their friends and so on...<br/><br/>I hope you enjoy the movie but don't be blinded by what other people think of this movie."
"jrschulz-1","6","2","4","14 December 2014"," Too Much Drama Not Enough SciFi
","Not up to what I expect from Christopher Nolan. This film had the potential to be a riveting and suspenseful science fiction film but the overly sentimental drama stole that opportunity.<br/><br/>Where the film lost credibility for me was in the special effects near the end. I just could not find a man floating through a black hole in a space suit, landing in our solar system near Saturn without a ship, and then being rescued the least bit believable. It is just too far fetched.<br/><br/>The worm hole scene and much of the effects seem to be a rip off from 2001 A Space Odyssey.<br/><br/>The film was too long."
"drjones0","7","2","4","5 December 2014"," An experience like no other, it has to be seen to be believed
","CAUTION, SPOILERS AHEAD!<br/><br/>In Rian Johnson's time travel caper, 'Looper', Old Joe says to Young Joe, ""I don't wanna talk about time travel s***. Cause if we start talking about it, then we're gonna be here all day talking about it, making diagrams with straws"". This certainly applies to Christopher Nolan's latest blockbuster, 'Interstellar'. In fact, instead of wasting time and brain power trying to work out how Matthew McConaughey can possibly communicate with his future-past daughter through Morse code derived from a watches' hands, via plucking bands of color, while trapped in another dimension – or any of the thousands of baffling thoughts that inevitably come with the time travel paradox (or in this case, inter-dimensional travel), I'm just going to go right ahead and skip that aspect of the film in this review, sparing my poor head, and perhaps yours.<br/><br/>Instead, I want to focus on Interstellar's biggest strength: the experience as a whole. Shot on 70mm IMAX film stock, the film is just flat out stunning. Shots are larger than life, every pore on the actors' faces can be seen, the slight grain and color timing of the print give a warmth to the cold film – something which Nolan's films generally lack. Coupled with Nolan's insistence on using practical effects over computer-generated imagery and Hans Zimmer's intense scoring reminiscent of Kubrick's '2001: A Space Odyssey', helps create a simply breathtaking, visceral experience. The visual effects are on par with some of the greatest I've ever seen on film. Not once was I taken out of the film; I was grounded in it, everything looked and felt real. Director's need to take note: practical effects with dabs of CGI here and there when necessary look amazing, or in other words, stop relying on CGI.<br/><br/>Clocking in at just under 180 minutes, potential viewers might find the lengthy film daunting; however, the film is surprisingly well paced, it doesn't plod or meander. I didn't find myself checking my watch or cellphone at any point hoping for it to end. And I couldn't imagine trimming it any further, in fact I hope there is an extended cut in the future to extend a few scenes in space to allow the viewer to take in just that little it more of the extraordinary view.<br/><br/>Nolan casts a few of his usual bunch in supporting roles such as Anne Hathaway and Michael Caine (pronounced as 'My Cocaine'), none of whom elevate above or beyond the material. They just are. Though Hathaway was especially bland, I felt nothing for her – which wasn't the best, as I'm sure Nolan wanted us to. She struggles to sink her teeth into (and perhaps make sense of) a few of the lines, while Michael Caine pulls a Morgan Freeman and plays his tired old self. It is Matthew McConaughey and Jessica Chastain who steal the show, and I should note that Chastain is fast becoming one of the greatest working actresses today, while McConaughey proves 'The Mcconaissance' is still in full throttle, alright, alright, alright?<br/><br/>My only issue with the film lies with Michael Caine's sudden death after revealing the realities of the mission to Chastain. I sat there during his final speech thinking 'please don't die, please don't die', but he did, and my eyes couldn't help but to roll back and view the dark recess at the back of my head. Perhaps the extent of the suspension of belief required for viewing is another niggle, but that is ever so slight. The science behind the film made sense when considering the plot, but when you start to pick it apart cracks begin to show and it almost comes undone, but I feel that it's easy to let go of this factor and just enjoy the film for what it is, a stunning and spectacular experience.<br/><br/>Though not without fault, the sheer scope and ambition of the film should be applauded. It needs to be seen to be believed. Admittedly, I've never been a fan of Nolan's films, but he has knocked it out of the park with this one and almost converted me. The question cinema- goers are asking these days is, 'do I have to see this in the cinemas?' and the answer is yes, you do. Even if you have a shiny new curved television with all the bells and whistles, the experience would not be as grand. This is worth the trip.<br/><br/>A solid 8/10<br/><br/>If you liked this review, check out more here:<br/><br/>www.justathought.co"
"B RUBBLE","6","2","4","3 December 2014"," Okay, but not great
","I found this movie slow and tedious in the first 20 minutes or so and at times during the rest of the movie. I also thought the last quarter or so of the film was bizarre. As for the soundtrack, nothing special. I did appreciate that a lot of philosophical questions arise as one watches this movie regarding humans place in the universe and the physical size of the universe and time. On the other hand, I also had the feeling that I was watching an updated version of ""2001, A Space Odyssey"" particularly with the sequence through the wormhole in this movie versus the Stargate in 2001. Also the similarity of the rectangular shapes of the robots to the obelisk, and a few other minor similarities. <br/><br/>All in all, I felt this movie was okay, but far from great, and probably will not watch it again unlike some other sci-fi movies including the aforementioned ""2001, A Space Odyssey""."
