"username","rating","helpful","total","date","title","review"
"masonsaul","10","1","1","26 April 2020"," Stunning sci-fi adventure
","Avatar is a stunning sci-fi adventure, that's beautiful, emotional and truly breathtaking. Sam Worthington and Zoë Saldana are both incredible. Michelle Rodriguez and Sigourney Weaver are great and Stephen Lang is a perfect villain. James Cameron's direction is also incredible and the film is consistently stunning and visually inventive. The pacing is excellent and the CG is flawless and still holds up. The music by James Horner is amazing."
"like_cc","8","1","1","26 April 2020"," amazing
","""Avatar"" opened up the imagination, and also opened up the inner goodwill. The director's respect for life is revealed in the film.<br/><br/>The most fascinating thing in the movie is the landscape of Pandora. The director showed a near-perfect planet, with various forms of plants glowing, a huge waterfall running down, and colorful flying dragons and other animals, whether it is 3D Still the story is great."
"shiguangmimi","9","1","1","25 April 2020"," Stunning
","An amazing movie.Enriching and metaphorically relevant premise, beautifully displayed."
"nayeemiqbal_","8","1","1","17 April 2020"," CGI is on and real.
","The change of hearts, sacrifice for ones own land, things we dont understand, love, compassion and corporate scum. The fight is incredible. The visuals are also good. But I didnt understand is he really didnt asked them for the element? the help from the beyond, courage, rage, planning, emotions filled up. The new dimension added to our world in the cinematic universe."
"p-35646","9","1","1","12 April 2020"," Avatar
","The main content of this movie is: due to human destruction of the environment, the earth is nearly uninhabitable, after the search, human found an ideal target - Pandora, and this planet is inhabited by indigenous tribes. The human first sends the ""avatar"" human master mind control system that looks the same as the aborigines to communicate with the aborigines, and the headquarters sends jack - Sally to infiltrate the aborigines and spy on the enemy. When the time is right, the human helicopter finally attacks, the aborigines suffer heavy casualties, and jack - sully, who has been integrated into the indigenous world, decides to rally the other tribesmen against the human race. Eventually humans were driven back to earth.
The film's use of 3D technology is perfect. Its perfection lies in not showing off, but in being so real that you are barely aware of it. There are no vertigo double images or vomit-inducing visual mismatches, but there is an immersive reality, layered vistas and close-ups, and animals, plants and humans within reach. The extraordinary natural scenery in the film is amazing, and many beautiful and strange plants make us admire the director's imagination and sense of responsibility, because these are in the premise that science can reasonably explain."
"Lily_hoho","9","1","1","11 April 2020"," Amazing film
","Avatar is a joyous celebration of story craft and the visual possibilities of cinema. Cameron had set his sights on taking the technology of film where no one had gone before. And he delivers. Avatar is stunning.
You can feel Cameron's anger and his passion every time a Na'vi roars. The most exhilarating moments are those when you can feel the director urging his actors to let go completely, to become furious, and to unleash hell."
"y-26698","10","1","1","10 April 2020"," Great movie
","I ca n't remember the plot right now. I just remember that this is the first 3d film I watched. It's so great!"
"beradzetati","10","1","1","9 April 2020"," Best of the bests
","The history people must remember, the type of society that is so close to the ideal, harmony among all creachers of God!"
"p-99503","6","1","1","23 March 2020"," Technically wow! But the story is meh...
","Back in 2009 3d movie is a big thing(now I just crave for a normal 2d film), I went to see this with my girlfriend back then. No good seats available, so we had to do with first row. As you can imagine, not a pleasure experience. But seeing those 3d characters were still exciting. As for the story, just cliche."
"Raptorclaw155","6","1","1","2 March 2020"," It Wants to be More, but its Constant Assertion that it IS More Makes it Less...
","Many people have already said that this film is the same story as such films as Dances with Wolves and The Last Samurai and by no means does this fact alone make this film lesser. The main issue I had with this film is how frustratingly and brutally heavy handed the themes are and the way the villains are written. I say frustrating because there could be some interesting commentary and historical callbacks to European colonialism (especially that of the East India Company in India) but it's all ruined by the writing. The villains, especially, constantly reassure the audience that they are completely unlikable and have no redeeming qualities to them whatsoever. It's a lot like what happened with Titanic except on steroids. You have a greedy, villain of the week, Saturday morning cartoon, mustache twirling, capitalist guy who only cares about money and a meat head military colonel who likes to carpet bomb now and ask questions later- so to speak. There are tons of references to European colonization in India, references to the Opium Wars and even the Vietnam War, but all of those potential callbacks go totally unexplored- and dare I say that is the case because it's completely by accident- in favor of pushing a much broader and watered down theme that technologically advanced societies are inherently bad and tribal, naturalistic societies are objectively superior. Every time I detected a subtle callback to history, the film comes around and hits me with its actual theme and I couldn't help but to feel like I was being spoon fed this and having my hand held through the entire 160 minute ordeal. Avatar could have ended up being more than what it is if it was allowed to speak for itself rather than have the writer constantly come out and tell you during almost every scene what it is about. Sometimes less is more, is all I'm trying to say.<br/><br/>Where this film excels is in two categories: The visual effects and the action sequences.<br/><br/>This film was technologically cutting-edge back when it came out, and after being around for a decade it has managed to age quite well. Despite so much of it being digitally created, it does not have that aged-like-milk visual aspect to it that a film like this runs the risk of falling into. There are some CG elements that look a bit dated but most of those are background elements that most probably wouldn't even notice. It's quite amazing how impressive this film is in the visual effects department and the unfathomable amount of work it must have taken to make it appear this way continues to pay off.<br/><br/>The action sequences in this film are also great. The buildup to the final battle was great and when the final battle itself commences it is incredibly thrilling in the same way a final battle in an Avengers film would be. It also helps that, despite the disappointing writing for the villains, the protagonists are written well-enough to have the necessary emotional investment to actually care about the outcome.<br/><br/>This film is complicated in ways that it definitely didn't mean to be, nor wanted to be. This film had a message that ironically went against what this film gets so much praise for. Avatar appeals to nature a lot and makes its point extra clear by demonizing technology and yet this film was sold on the way it pushed technology further and was going to usher in the era of 3D movies for real, this time. A film sold on its technology uses it to say how bad technology is, and is yet celebrated for both somehow? Maybe others got more out of this film than I did, but I couldn't help but to come out of it feeling underwhelmed. It keeps saying that it's more than it is but every time it hammers that in, the less I believe it."
"FireHead322199","8","1","1","29 February 2020"," Engaging world
","When I think of Avatar I rarely remember it for its descent story but for its incredible world building. I remember seeing this film in Imax 3D when the film released and being captivated to this breathtaking world. The world of Pandora leaves audiences speechless with a world so filled of beautiful scenery and brand new life. In the near future I hope Disney releases a 4K version of the film and that Avatar 2 is just as immersive as the 2009 original. Hopefully the 12 year wait for a sequel will be worth it"
"danielhastings-43236","10","1","1","20 February 2020"," It's like walking through an art museum
","Look, if you're watching this movie for a plot, there isn't a half bad one offered. What makes this movie an easy top 5 for me is how visually stunning it is. Every bad review submitted either hates it because they didn't like the plot, it because the movie was popular. Shifting your mindset on why you're watching the movie makes it great. Sometimes you don't need a Godfather plot, you need a visual spectacle instead, and Avatar provides just that."
"Offworld_Colony","7","1","1","17 February 2020"," Every few years, watching this simple film is a treat.
","It's got the same balanced mix of cliché and easy watching pleasure as a Disney animation. Somehow it's a workable blend of military high-sci-fi in a Halo fashion mixed with the messages and visuals of something like a Miyazaki animation.<br/><br/>Its obvious dialogue and simple plotting allows breathing room for the pioneering CGI and 3D and even though it's got a hefty running time, it's breezy and not as bogged down as it's other blockbuster counterparts. (See: Any Transformers). Here the CGI and technology is used to create believable, breathable worlds with stunning photo-realism. It's a great push forwards instead of the prior sterile all-CGI worlds before.<br/><br/>Watching it on 3D Blu-ray for the first time, and it's really pleasurable. Considering it's influence on 3D, it doesn't push large objects such as characters to us. Instead the image is pushed beyond the window with sumptuous layers. It's always normal and always impressive. It's easy to forget you're watching 3D in a way that feels natural and is an absolute compliment. I think much of the reason 3D had failed is that many filmmakers neglect this subtle effect and instead push objects to us in obvious ways but like good score or photography, 3D is best used when it enhances and doesn't distract.<br/><br/>Remember Sam Worthington? Because I didn't. Considering he's proven himself largely hollow and charmless, here, with the right character, it's easy to see why Hollywood glommed on to him so quickly. His Jake Sully is inquisitive and childlike, always eager to try hard. Enjoying himself. Despite him being a Marine, it's a refreshing change to the macho hogwash or teen angst of its peers. Saldana is great also, understanding how expressive and appropriately animalistic and charismatic she needs to be.<br/><br/>But it's so obvious that Cameron wants to make Pandora the main character. And at that he has succeeded entirely in creating a world that I enjoyed visiting, learning more about, and want to visit again. Cameron has managed to create a world that is so utterly believable physically, which is the hardest part, with a sort of unified design and created ecology where I feel like I get it. The design overall is a little exaggerated much like in animation, the Robots are a little comical and everything is dialled up to 11, but why the hell not. The Na'vi faces are absolutely superb and flawlessly mocapped in a way that is hard to appreciate these days.<br/><br/>So the simplicity of Avatar, much maligned, is a strength in many ways I think. It's exactly like a fun rollercoaster; colourful, brisk and yet a little bit longer than you want it to be but when it's over you could maybe do it again.<br/><br/>Fun like a ride. I have to say I'm fully ready and willing for Avatar 2 and 3 and 4 and 5 and 6 and whatever plumb new depths of Pandora and forge new cinematic technology."
"agnieszkaszypula","10","1","1","13 February 2020"," My most favourite movie ever
","I love it. I loved it in 2009 and and I still love it now in 2020. Watched it so many times that I lost count already. It's just amazing perspective of our shallow reality vs fantasy world with most beautiful views. I would like to be part of that magical world too. Nowadays when life is getting more and more crazy and trivial.... It's just nice to get into that imaginary world even for just two hours to feel how it would be to be back in harmony with the mother nature..... I love the idea. Can not wait for continuation. Best movie ever for me!"
"michaeltrivedi","6","1","1","1 January 2020"," Alright
","It was good when it came out. Now it's kinda long. It seems the movie just drew itself out. It was just long and boring. War between blue things was weird. The aspect of the avatar was interesting. I liked the beginning, but it was just boring as it went on.<br/><br/>6 stars"
"crschnepf","9","1","1","20 December 2019"," Spectacular
","The effects and visuals in this film are incredible. I enjoyed it much better my second time watching. Very excited for the sequel"
"gilgongo1980","6","1","1","8 November 2019"," I understand why this movie was so successful
","The movie includes sci fi, action, adventure, drama, fantasy, war and romance with a happy end and nice music. So it's versatile and appeals to a very large audience. The film is from 2009 and is visually appealing, but the quality of CGI is not as good as, for example, ""The Lord of the Rings"" of 2001.
I saw the theatrical version (162 minutes) and I liked the movie, but not very much. The last 40 minutes I could not concentrate anymore, which is why the movie was too long for me.<br/><br/>I'm a science fiction fan and the focus here is on fantasy."
"alphaomega-57581","10","1","1","14 July 2019"," Science-Fiction-Action Supercharged
","Still ranking as number one, to this day, of being the movie accumulating the most revenue worldwide, approximately 2.78 billion U.S. dollar over a time span from december 2009 to may 2010, this James Cameron produced, written and directed high-end budget movie connected to audiences from any country, taking the native American story into space to a planet called Pandora, where corporates of a global-player company fight tribesmen over natural ressources. Avatar runs long and deep as audiences return for a second viewing to witness splendid, eye-popping spectacles in an intergalactic jungle favoring the color blue, close to fully animated state of the art computer-generated imagery, which deserved an Best Picture Academy Award nomination at the 82nd Oscars and marks the only second of entire three 200 million dollar movie to do so, following Titanic in 1998 and later
Black Panther in 2019."
"robfollower","10","1","1","22 June 2019"," best way to watch this film is in 3D - the 3D doesn't push you away but draws you into the fantastical world of Pandora that James Cameron created.
","You can't really say more about Avatar that has already been said. However, we will say that it definitely deserves a top spot in your Blu-ray disc library. From the opening space arrival scene to the final battle, this film has it all in terms of a video feast for the eyes and excitement for the ears. Whether watching the 3D or 2D Blu-ray version of this film, the main things to take note of are outstanding black levels (the scene where Jake Sully is trapped in the Jungle at night) and the fantastic color layering in the animals, plants, and landscapes presented in the film.<br/><br/>Also, although the soundtrack isn't the ""hit-em-over-the-head"" variety, it is a great example of well-blended and properly balanced audio mixing, which makes it the perfect complement for the video presentation. Of course, the best way to watch this film is in 3D - the 3D doesn't push you away but draws you into the fantastical world of Pandora that James Cameron created."
"zidane_mohmad_1991","9","1","1","21 June 2019"," Purely a masterpiece
","I watched ''Avatar'' first time when it released in cinemas in 2009 and yesterday I watched it again, actually I found a lot of deference, at first time I just found it as a normal movie (TV movie) with some visual effect, but now when I watched it again I found it purely a masterpiece.<br/><br/>I saw some negative reviews and most of them wrote ''same cliché'', really guys?! What do you want more than that?! Every part in the movie is perfect starting from plot to visual effects until the performance.<br/><br/>If I want to talk about visual effects I couldn't stop, the designers of ''moon Pandora'' they couldn't design better than this, it seems so realistic and breathtaking, beside Pandora's animals, plants, trees and people, everything perfect.<br/><br/>I like the plot also, it's showing how the humans are savages, unlike others aliens movies that show the aliens are the enemy and the humans are innocents, the story is really reflecting our lives, we already ruined our earth by wars, killing animals and cutting trees, and it will be same if we control another planet.<br/><br/>''Avatar'' is one of the greatest movie in the history of cinema, and I would like to thank the genius director and writer ''James Cameron'' and the whole cast for this masterpiece, and I hope ""Avatar 2, 3 & 4'' will be as same as this."
"slbwtp","8","1","1","4 June 2019"," A feast for the eyes
","Visually stunning and driven by Zoe Saldana's transcendent performance, James Cameron excels at capturing moments of discovery and elation as the Avatar team explores the fantastic world he has created. The 3d is excellent, immersive rather than obtrusive, making for state-of-the-art world building."
"louwburger-42312","Null","1","1","3 June 2019"," Reaffirms James Cameron's singular gift for imaginative, absorbing filmmaking.
","It might be more impressive on a technical level than as a piece of storytelling, but Avatar reaffirms James Cameron's singular gift for imaginative, absorbing filmmaking."
"rawand-dolpamo","8","1","1","2 June 2019"," An awesome movie, sequel worthy
","I liked the movie! The graphics were a bit let down but for it's time I guess its ok"
"enricoshapka","10","1","1","28 May 2019"," Fantastic
","It's a really good film. Simple but a trip to the imaginary. Must see, there's a reason if it's the most successful film in the cinema history"
"pdsamson-17145","8","1","1","21 May 2019"," A fun movie
","The story of Avatar isn't anything you haven't seen before, but James Cameron executes it with enough charm to make the characters enjoyable and visual flare unlike anything you've ever seen. James Cameron is truly a visual pioneer."
"lmathc","7","1","1","10 May 2019"," Pretty but Lacking
","It took me 11 years to see Avatar. After finally seeing it, I must say... It was decent. Which, in and of itself, was a bummer. I was expecting an epic and emotionally impactful adventure in a similar fashion to Terminator 2 or Alita Battle Angel. While I didn't hate it, it just lacked that James Cameron magic. The story was decent and the politics weren't nearly as shoehorned as I expected, but it jusn't didn't deliver.<br/><br/>Now, I have to admit that the visuals in this movie are phenomenal. This movie is over a decade old, but the effects still hold up. Quite a few scenes actually look BETTER than reality. I was astounded by the cgi, especially in the final battle scenes.<br/><br/>Sadly, that is the only thing that amazed me in this film. The protagonists were fairly unremarkable, and the villains were pathetically generic and stupid. There is just no way to sympathize with a guy that is bad because he's... bad. The character development happens sometime during a training montage, and as a result, no lasting connection is made between the viewer and the main characters.<br/><br/>Summary: A beautiful mask that hides a dissapointingly average face."
"bhernandez2216","10","1","1","10 May 2019"," I See You
","James Cameron's ""AVATAR"" did an incredible job. It's an unforgettable journey on an alien planet called, 'Pandora'. The story is about a former Marine, taking his twin brother's place to the journey of the alien planet 'Pandora', then he came to learn and falls in love with a blue-skinned warrior named, Neytiri... and sides with her people against humankind's encroachment on their lush world. Now this is one of the best James Cameron's film of the year since ""Titanic"""
"mitchell5954","5","1","1","4 May 2019"," All Style But Little Substance
","James Cameron's Avatar is probably one of the most overrated movies of the last decade. Avatar is the textbook definition of style over substance. The film is cool visuals and decent action and that is all. The film has no interesting characters, the villains are all comical stereotypes with no dimension at all, and it is predictable from beginning to end. The plot of this film has been done to death in tons of other films, so there are no surprises. This film does not deserve to be the highest grossing film ever. Plus the film is way too long. Many scenes could have been cut and it would have been the same movie.<br/><br/>The biggest problem is the plot, which is extremely predictable. From the first ten minutes I could guess how the film would play out and I was right. The plot is basically the plot of Dances with Wolves but with aliens instead of Native Americans. You have a soldier who is hired to drive the natives off the land. However, as the film goes on he befriends the natives and learns of their culture. Eventually he joins the natives and fights his own people. I would not be so upset if they just took a few elements from Dances with Wolves. However, Avatar is Dances with Wolves, just with aliens. There is almost no difference at all.<br/><br/>What's worse is that the characters are really lame. Sam Worthington's character is generic and not interesting at all. Sam Worthington does not do a horrible job performance wise, but half of the time he looks like he is ready for lunch. His character is the stereotypical good guy and the fish-out-of-water. He is also kind of an idiot. For example, that scene when he first is transferred into the avatar body and has legs is cringe-worthy and goes on for too long. He just behaves like a little kid that got his new toy. The supporting characters are boring as well. Many of them are just devices used to move the plot along like Michelle Rodriguez's character. Sigourney Weaver is in this too. She does fine but she cannot save the cast.<br/><br/>The villains are even worse. They are unbelievable stereotypical and one-dimensional. One of the villains played by Giovanni Ribisi is just the stereotypical rich guy who only cares about money. The other big villain played by Stephen Lang is the over-the-top one-dimensional general who wants to destroy the Navi civilization for no other reason than he is the bad guy of the movie. These seem more like Captain Planet villains than ones you would see in a supposedly adult film like this.<br/><br/>It is a shame because James Cameron used to know how to write good characters. He wrote Ripley, Newt, Hicks, and Hudson from Aliens. He also created iconic characters like Sarah Connor and John Connor from Terminator. Cameron could also write good villains like the T-1000 from Terminator 2 or Burk from Aliens. Now he seems to care more for the effects and the spectacle of a movie rather than the story and character. With both this and Titanic before Cameron has given us oversimplified characters that are mostly there for forced drama and/or to drive home a message that you see on countless after school specials. He had fifteen years to work on Avatar, so there is no excuse for a predictable story and bland characters like what we have here. He obviously cared more about making the effects look amazing (which they do) and the story and characters were just an afterthought.<br/><br/>There are good things about the film. The effects look amazing. Pandora is very colorful, unique, and pleasing to the eye. I have not seen it in 3D, but I heard that it was pretty good. The acting is fine except from Sam Worthington. It also has some decent action, particularly at the end with the final battle. The film has some entertaining parts like some parts at the beginning and the final fight. Many people who defend this movie say that it is more about the experience of being on Pandora.<br/><br/>Yes, it is a good experience in the theater, but that does not mean that the film is good. A film needs more than spectacle to be good. There are lots of films where I had a good experience watching the film in theaters, but as I thought about it more and watched it again at home I find that the film is not that good. X-Men Origins Wolverine is a film that quickly comes to mind. I did not even have that great of an experience watching it in the theater actually. It was fun to look at, but the story and characters were too bland for me, and I was just bored. I found this to be a very boring movie.<br/><br/>Overall, if you want to sit through two hours and forty minutes of eye candy then by all means see the film, although most people have seen the film by now. I personally, found Avatar to be an extremely long, predictable, simplistic, boring movie."
"tatueugen","10","1","1","12 March 2019"," Good movie!
","I like this movie, very good. 10/10.
This is fantasy/action, also a new world is exciting.<br/><br/>Can't wait for second one."
"Benjamin-M-Weilert","9","1","1","8 March 2019"," A stunning visual treat that has yet to be matched.
","For being 10 times the amount of money I would normally spend on a movie, I had hoped that this would be worth it. As per my previous stance on 3-D, I was hesitant on going to this film when it first came out. However, since I did some reading up on what forces went on behind this film, I decided to give the 3-D experience a try. What an experience it was! I can see why the film industry was really pushing for more movies to be in 3-D because it is spectacular. The glasses weren't uncomfortable, and if you took them off for a second, it wasn't a terrible color-shifted image, it was just slightly blurry. Although, one thing that 3-D cinema is going to have to fix is to have more things in focus. You can't rely on previous film-making techniques here.<br/><br/>At any rate, if you can get over the blatantly anti-corporation and anti-military message, it's really quite a good movie and should be seen due at least to the fact that this is the reason James Cameron got into making movies in the first place. We can all blame him for ripping off Dances with Wolves (1990) or Pocahontas (1995) but if you can get past that, there's a great movie here, regardless.<br/><br/>What really stands out with this film is its visuals. Despite the amount of CGI used to create the fictional world of Pandora, it's incredibly difficult to tell what is CGI and what is merely a human in front of a green screen. Just by the strength of these visuals alone, this film should be viewed by movie aficionados. Not only was the 3-D technology used to film it revolutionary, but the facial mapping techniques really helped bring these actors to life in their blue, alien bodies.<br/><br/>A stunning visual treat that has yet to be matched, I give Avatar 4.5 stars out of 5."
"doublek30","10","1","1","6 March 2019"," Smart, layered, intelligent movie.
","How anyone could hate on this movie is just ridiculous. Revolutionary cinema experience! The people of the Earth have spoken and the results are Avatar is amazing."
"selenafansahin","10","1","1","21 February 2019"," Best movie ever
","My best movie, storyline was awesome, it's great felling when i watch this movie."
"blumdeluxe","6","1","1","11 February 2019"," Very ambitious but no outstanding plot
","""Avatar"" tells the story of a soldier who replaces his dead brother in an avatar program built to examine and influence a foreign species on a foreign planet. As he learns more and more about their life and culture, he begins to question the motives of his bosses and switches sides.<br/><br/>You can only honor all the visual effort and work that wys put into this film. I didn't watch it on a big screen but I can imagine that it is an overwhelming experience, visually. Unfortunately, I have to say that the plot is not equally convincing. What you get is more or less a story told several times before packed in a mediocre action movie. Some of the cultural aspects reach a bit beyond that but all in all this could well be your average action title wasn't it for the immense budget and effects.<br/><br/>All in all it is still worth a watch because it was a milestone in filmmaking and develops its magic from time to time but it is not as big a movie as you would expect it from such a production."
"manjeetvfx","9","1","1","4 December 2018"," Best Visual believable world in the movie.
","They created so beautiful and believable world that make you want to go and live with Avatar. superb visual effects and story, concept art. its amazing movie."
"walterdiaz-50874","Null","1","1","19 July 2018"," Avatar is sci-fi at its best
","Avatar is James Cameron's child in waiting for longer than a decade. Twelve years since Titanic Cameron again delivers with a great science fiction epic with the usual tropes and clichés but somehow making it work. The film looks gorgeous and the planet Pandora will surely give nature pangs to many of us. It makes me wonder how much a great storyteller's skills matter- Everything and everyone was against Cameron and somehow, he has managed to deliver. If you haven't seen Avatar(how?) you should see it as soon as possible- this is a great science fiction adventure from a master filmmaker."
"SimonJack","7","1","1","17 June 2018"," A spectacular show of ""cinematic fireworks""
","""Avatar"" is billed as an action, adventure and fantasy film. While it is all of these, it's basic plot and makeup is all science fiction. There's no doubt about the fantastic technical and production qualities of this film. It's a joy just to watch the colorful scenes, sets and creatures of Pandora. CGI clearly has gone to the next level in creating backdrops, sets and scenes for use with live action filming. This is very good fantasy stuff. <br/><br/>With so many reviews already, I won't rehash what others have said. But, I didn't see reference in the comments I scanned to a couple of things worth noting. So, this is to add them to the discussion of this film. A number of others are critical of the film for its lack of originality. It's true that the same themes of the genre of sci-fi and space exploration have been used a great deal before. <br/><br/>The earth has depleted its resources and must find new ones somewhere else. The indigenous creatures of Pandora have their own deity. So, this film has considerable mythology. The new type of bionic man comes into this one with a scientific melding of human and something else. The humans are aliens to this planet or moon, and there is the usual division of some who care about the natives and others who couldn't care less about them. <br/><br/>Much less often, fantasy and sci-fi films will use a writing trait found in classical literature. That is symbolic names and other words. Two leap out in this film. The first is the moon's name, Pandora. From Greek mythology, Pandora's box (or jar) today refers to a plethora of things that can cause havoc or problems. That fits this movie all too well. The second obvious symbolic word is the name for the rare mineral that earth needs, ""unobtanium."" So, it can't be obtained on earth or elsewhere.<br/><br/>What is a somewhat unique about ""Avatar"" is that it combines all of the above aspects of sci-fi and more. But with so much action and all of the visual spectacles, it makes a plot that is very difficult to follow. When I came out of the theater after seeing this film the first time, I thought about the splendid visual show it was, but also wondered if there was any real point in the plot. It seemed to be just a complex story made to pull together many scenes of action, visual treats, and wild fantasy and sci-fi things. <br/><br/>Watching it again, the visual spectacle is still there, and the plot fades. So, this isn't a film that would be recognized for the original and main crafts of theater - acting and directing. A good analogy might be with what Americans enjoy every year in celebrating the Fourth of July. Whoever tires of watching spectacular fireworks displays? We don't think about the theme, or the reason or the history at that moment. And, year after year we turn out to watch the fireworks again. <br/><br/>""Avatar"" isn't so much a movie or film with a great story and actors performing in it. It's just a spectacular fireworks display on the silver screen."
"messinaci","10","1","1","10 June 2018"," avatar
","It was fantastic , it was something different
i really like their world"
"ktddarwin","9","1","1","4 June 2018"," Better a second time around!
","I saw Avatar in theaters back in 2009. At the time, the visual design of the movie was utterly mind-blowing. However, the story reminded me a lot of Pocahontas. However, I just watched this movie for a second time after 9 years and thought it was phenomenal! If you approach it not from a viewpoint of skepticism, but allow yourself to look past the arguably non-original story, you find a gorgeous creation (that looks just as good now as it did 9 years ago) with a story that pulls at your heartstrings. If like me, you saw it in theaters and gave it a pass after that. Go back and watch it again without prejudice. Allow your self to sit back and soak it in. You may fall in love with Cameron's creation like I did."
"koenbeerens-15188","7","1","1","28 May 2018"," Could be better if it didn't push its message too hard
","Above average fantasy & SF movie. Could be superb if it didn't push it's message too hard. I don't mind a movie with a message. But at times, Cameron pushes the message too hard and it feels like Greenpeace forced him to do it with a gun pointed at his head. It reminds me of the forced learning of the catechesis, that one didn't make much of a difference too."
"penn-69-279632","8","1","1","15 May 2018"," A Masterpiece of CGI talks about Love and Dreams.
","When I saw Avatar's 3D edition in thearter 9 years ago in 2009, I only noticed the fantastic visual effects and an ordinary love story in the movie. Why was that ? That was because : I was still in a isolated dream, never waked, eyes were widly shut ! Actually, the director discribed a fancy and dangerous world only through the eyes from brave and kindhearted persons, told the ways that how to interact the outside world and spirits exsits around us. Only believe in myself and the persons I love!"
"thrillerlover47","5","1","1","22 March 2018"," Colonialism dressed up as sci-fi
","This movie could be good, but after watching just 30 minutes, I couldn't help but think that this would be another wish-fulfillment story where indigenous peoples stand up to colonial rule. And that's exactly what it is. Unfortunately history doesn't ever bear this out, and so seeing the blue people of this planet succeed (with the help of the ""good"" colonials, of course) against militia etc., it was like watching a bad metaphor and left a sour taste in my mouth."
"jamheigei","8","1","1","12 March 2018"," Visually breathtaking and immensely creative.
","We all know that the story of Avatar is replaceable and has been dealt with in Hollywood for decades before (-> Dances With Wolves). But honestly, if you watch Avatar and only care about the story, you're kind of missing the whole point of the movie.<br/><br/>Pandora, along with Middle Earth, is one of the most immersive worlds that have been brought to cinema screens in the 21st century. I would argue that Middle Earth is holding the number one spot here, but keep in mind that LOTR's world existed before in books whereas Pandora was built from scratch for the movie. To develop the appearance of the Na'vi species, the other creatures and animals, that is a big achievement. The terrain and environment is just beautiful to look at. 
At the end of the day, Avatar's visual experience can hardly even be compared to anything that came before or afterwards in movies. Even in 2018, the immensely detailed particle effects when the wind of turning rotor blades rushes through the vegetation just blows my mind.
And even though 3D wasn't really a lasting success, that is what made Avatar unforgettable. People watched it because of the 3D effects (I still think that this is why it has become the highest-grossing movie) and in no other movie was it so fitting.
Ultimately, Avatar is one of the best blockbuster movies of all time, period.
The story, well, is not too bright but not too important either. The visuals kind of made me forget about the story because I was too busy being fascninated by Pandora itself. <br/><br/>I felt thoroughly entertained."
"nikhilrampal","10","1","1","28 December 2017"," Without a doubt the greatest movie ever made.
","Before I am completely discredited for a conterversial headline, the reader should know that I owe a lot of my love for film to Avatar. I saw Avatar when i was 10 and at the time it was by far the best and more creative thing I had ever witnessed. Now, having just turned 18, and having rated over 500 films on imdb (including 100 from the top 250) it still remains the best movie I have ever seen. <br/><br/>My reason for this is simple. Avatar has everything I could possibly want from a film. An engaging underdog plot which resonates with me on a spiritual level, ground breaking visuals, a romantic sub plot and action which is guaranteed to get anyones heart pumping. <br/><br/>Given Avatar is the most successful film of all time its not surprising it has encountered some fierce hate. Whether its because of its political undertones or its environmental message, thousands of users have rated Avatar 0/10 on imdb. More reasonable criticism of Avatar is related to its 'predictable' and 'lazy' plot. Having seen many films I can safely say I have never seen anything close to Avatar. If anyone has please tell me- I'm sure I'll love it!<br/><br/>Glad I got that out of my system."
